ticketid,person,age,seat,team,eventType,date,gate,products
229,Carey Dakota,21,G3,null,null,1-Feb,G,[Hotdog]
217,Byrne Oralie,18,G3,null,null,10-Feb,G,[Book]
69,Connie Nadia,32,G3,null,null,20-Jan,G,[]
112,Gertie Cierra,33,G3,null,null,21-Feb,G,"[Book,Beer]"
241,Gertrude Jezza,20,G3,null,null,2-Feb,G,[Softdrink]
431,Praise Karina,39,G3,null,null,19-Feb,G,"[Softdrink,Hotdog,Book,Beer]"
199,Dennis Roseanne,38,G3,null,null,5-Feb,G,"[Softdrink,Hotdog]"
403,Rodger Dorine,21,G3,null,null,17-Feb,G,"[Softdrink,Book]"
319,Rebekah Sharlene,40,G3,null,null,9-Feb,G,"[Softdrink,Hotdog]"
104,Dennis Roseanne,38,G3,null,null,20-Feb,G,"[Softdrink,Hotdog,Book,Beer]"
463,Debbi Carley,35,G3,null,null,23-Feb,G,[Hotdog]
250,Gertrude Jezza,20,G3,null,null,3-Feb,G,[Beer]
158,Gertrude Jezza,20,G3,null,null,11-Feb,G,"[Softdrink,Hotdog]"
36,Charis June,32,G3,null,null,23-Jan,G,"[Softdrink,Beer]"
123,Tad Kathryn,29,G3,null,null,22-Feb,G,[Beer]
378,Pece Ravi,30,G3,null,null,15-Feb,G,"[Softdrink,Hotdog,Beer]"
277,Humphrey Tamela,20,G3,null,null,6-Feb,G,"[Hotdog,Book]"
197,Connie Nadia,32,G3,null,null,5-Feb,G,"[Hotdog,Beer]"
47,Roseanne Winfield,23,G3,null,null,24-Jan,G,[]
172,Mikayla Nevil,24,G3,null,null,23-Feb,G,"[Softdrink,Hotdog]"
354,Moreen Caren,29,G3,null,null,13-Feb,G,[Softdrink]
256,Melville Brenden,37,G3,null,null,4-Feb,G,"[Hotdog,Beer]"
367,Byrne Oralie,18,G3,null,null,14-Feb,G,[Hotdog]
184,Karter Eppie,32,G3,null,null,7-Feb,G,"[Softdrink,Hotdog]"
341,Kristins Vin,26,G3,null,null,12-Feb,G,"[Softdrink,Hotdog,Book]"
323,Praise Karina,39,G3,null,null,10-Feb,G,"[Softdrink,Book,Beer]"
445,Ibrahim Gerarda,29,G3,null,null,21-Feb,G,"[Softdrink,Book]"
391,Carey Dakota,21,G3,null,null,16-Feb,G,"[Softdrink,Hotdog]"
11,Kristins Vin,26,G3,null,null,21-Jan,G,"[Softdrink,Book]"
441,Karter Eppie,32,G3,null,null,20-Feb,G,"[Softdrink,Hotdog,Book,Beer]"
298,Mikayla Nevil,24,G3,null,null,8-Feb,G,"[Hotdog,Beer]"
57,Ibrahim Gerarda,29,G3,null,null,25-Jan,G,"[Softdrink,Book,Beer]"
454,Ibrahim Gerarda,29,G3,null,null,22-Feb,G,[Softdrink]
289,Humphrey Tamela,20,G3,null,null,7-Feb,G,"[Softdrink,Hotdog]"
134,Tad Kathryn,29,G3,null,null,24-Feb,G,"[Hotdog,Beer]"
0,Roseanne Winfield,23,G3,null,null,19-Jan,G,"[Softdrink,Hotdog]"
24,Gertrude Jezza,20,G3,null,null,22-Jan,G,"[Softdrink,Hotdog,Book,Beer]"
146,Melville Brenden,37,G3,null,null,25-Feb,G,[Book]
417,Jeane Rosalie,32,G3,null,null,18-Feb,G,"[Softdrink,Hotdog]"
106,Kade Fae,21,G19,null,null,20-Feb,G,"[Softdrink,Hotdog,Beer]"
458,Ferdinand Dwain,34,G19,null,null,22-Feb,G,"[Softdrink,Hotdog]"
93,Connie Nadia,32,G19,null,null,19-Feb,G,[Softdrink]
42,Suz Sophie,27,G19,null,null,23-Jan,G,"[Softdrink,Hotdog,Book]"
302,Marcy Ruthie,21,G19,null,null,8-Feb,G,[Softdrink]
75,Gertie Cierra,33,G19,null,null,20-Jan,G,"[Softdrink,Hotdog,Beer]"
215,Baxter Georgene,24,G19,null,null,10-Feb,G,[]
127,Humphrey Tamela,20,G19,null,null,22-Feb,G,"[Softdrink,Hotdog,Book]"
53,Humphrey Tamela,20,G19,null,null,24-Jan,G,[Book]
382,Carissa Alexandria,19,G19,null,null,15-Feb,G,"[Softdrink,Beer]"
198,Gertrude Jezza,20,G19,null,null,5-Feb,G,"[Hotdog,Book]"
107,Kristins Vin,26,G19,null,null,20-Feb,G,[Softdrink]
242,Baxter Georgene,24,G19,null,null,2-Feb,G,"[Softdrink,Book]"
205,Kristins Vin,26,G19,null,null,5-Feb,G,"[Softdrink,Hotdog]"
338,Sinclair Blythe,30,G19,null,null,11-Feb,G,"[Softdrink,Book,Beer]"
116,Ogden Terrance,26,G19,null,null,21-Feb,G,"[Hotdog,Beer]"
177,Baxter Georgene,24,G19,null,null,23-Feb,G,[Book]
143,Kade Fae,21,G19,null,null,24-Feb,G,"[Hotdog,Beer]"
226,Alysa Sara,35,G19,null,null,1-Feb,G,"[Softdrink,Beer]"
190,Ibrahim Gerarda,29,G19,null,null,7-Feb,G,"[Softdrink,Hotdog,Beer]"
345,Moreen Caren,29,G19,null,null,12-Feb,G,[Softdrink]
398,Lexi Kester,32,G19,null,null,16-Feb,G,[]
247,Sinclair Blythe,30,G19,null,null,3-Feb,G,"[Softdrink,Hotdog]"
62,Sinclair Blythe,30,G19,null,null,25-Jan,G,"[Softdrink,Hotdog,Book,Beer]"
316,Lexi Kester,32,G19,null,null,9-Feb,G,"[Hotdog,Book]"
439,Gertrude Jezza,20,G19,null,null,19-Feb,G,[Softdrink]
263,Ferdinand Dwain,34,G19,null,null,4-Feb,G,[Hotdog]
326,Kristins Vin,26,G19,null,null,10-Feb,G,[]
169,Byrne Oralie,18,G19,null,null,11-Feb,G,[Softdrink]
426,Kristins Vin,26,G19,null,null,18-Feb,G,[Softdrink]
155,Lorraine Alyse,34,G19,null,null,25-Feb,G,"[Book,Beer]"
407,Gertrude Jezza,20,G19,null,null,17-Feb,G,[Softdrink]
362,Karter Eppie,32,G19,null,null,13-Feb,G,"[Softdrink,Hotdog,Beer]"
15,Suz Sophie,27,G19,null,null,21-Jan,G,[Softdrink]
171,Lexi Kester,32,G19,null,null,23-Feb,G,[Softdrink]
282,Carey Dakota,21,G19,null,null,6-Feb,G,"[Softdrink,Hotdog]"
295,Gertie Cierra,33,G19,null,null,7-Feb,G,"[Softdrink,Hotdog,Book]"
33,Baxter Georgene,24,G19,null,null,22-Jan,G,[]
449,Sinclair Blythe,30,G19,null,null,21-Feb,G,"[Softdrink,Hotdog,Beer]"
6,Lorraine Alyse,34,G19,null,null,19-Jan,G,[]
371,Roseanne Winfield,23,G19,null,null,14-Feb,G,[Softdrink]
189,Rodger Dorine,21,G16,null,null,7-Feb,G,"[Hotdog,Beer]"
99,Lorraine Alyse,34,G16,null,null,20-Feb,G,[Softdrink]
202,Julian Monday,21,G16,null,null,5-Feb,G,[Hotdog]
282,Carey Dakota,21,G16,null,null,6-Feb,G,"[Softdrink,Hotdog]"
88,Carissa Alexandria,19,G16,null,null,19-Feb,G,"[Softdrink,Book]"
246,Roseanne Winfield,23,G16,null,null,3-Feb,G,[Softdrink]
448,Carissa Alexandria,19,G16,null,null,21-Feb,G,[]
126,Justina Marisa,38,G16,null,null,22-Feb,G,"[Hotdog,Book,Beer]"
41,Melville Brenden,37,G16,null,null,23-Jan,G,[Softdrink]
50,Baxter Georgene,24,G16,null,null,24-Jan,G,"[Hotdog,Beer]"
162,Praise Karina,39,G16,null,null,11-Feb,G,"[Softdrink,Beer]"
15,Suz Sophie,27,G16,null,null,21-Jan,G,[Softdrink]
195,Byrne Oralie,18,G16,null,null,7-Feb,G,"[Softdrink,Hotdog,Book]"
106,Kade Fae,21,G16,null,null,20-Feb,G,"[Softdrink,Hotdog,Beer]"
259,Pece Ravi,30,G16,null,null,4-Feb,G,"[Softdrink,Hotdog,Book,Beer]"
198,Gertrude Jezza,20,G16,null,null,5-Feb,G,"[Hotdog,Book]"
470,Crew Susanna,20,G16,null,null,23-Feb,G,[]
74,Carissa Alexandria,19,G16,null,null,20-Jan,G,"[Softdrink,Beer]"
397,Dennis Roseanne,38,G16,null,null,16-Feb,G,"[Softdrink,Hotdog,Book]"
315,Justina Marisa,38,G16,null,null,9-Feb,G,[]
6,Lorraine Alyse,34,G16,null,null,19-Jan,G,[]
141,Connie Nadia,32,G16,null,null,24-Feb,G,"[Hotdog,Book]"
370,Justina Marisa,38,G16,null,null,14-Feb,G,"[Softdrink,Hotdog]"
181,Ferdinand Dwain,34,G16,null,null,23-Feb,G,[Softdrink]
154,Bethel Romy,32,G16,null,null,25-Feb,G,"[Softdrink,Hotdog]"
62,Sinclair Blythe,30,G16,null,null,25-Jan,G,"[Softdrink,Hotdog,Book,Beer]"
214,Ogden Terrance,26,G16,null,null,10-Feb,G,"[Softdrink,Beer]"
438,Lexi Kester,32,G16,null,null,19-Feb,G,"[Softdrink,Hotdog]"
338,Sinclair Blythe,30,G16,null,null,11-Feb,G,"[Softdrink,Book,Beer]"
301,Julian Monday,21,G16,null,null,8-Feb,G,"[Softdrink,Hotdog,Beer]"
388,Gertie Cierra,33,G16,null,null,15-Feb,G,"[Hotdog,Beer]"
406,Baxter Georgene,24,G16,null,null,17-Feb,G,[Softdrink]
123,Tad Kathryn,29,G16,null,null,22-Feb,G,[Beer]
225,Ferdinand Dwain,34,G16,null,null,1-Feb,G,"[Softdrink,Hotdog]"
344,Praise Karina,39,G16,null,null,12-Feb,G,"[Softdrink,Hotdog,Beer]"
120,Karter Eppie,32,G16,null,null,21-Feb,G,"[Softdrink,Hotdog,Beer]"
424,Carey Dakota,21,G16,null,null,18-Feb,G,"[Softdrink,Hotdog,Book,Beer]"
31,Ferdinand Dwain,34,G16,null,null,22-Jan,G,"[Softdrink,Hotdog,Book]"
360,Sinclair Blythe,30,G16,null,null,13-Feb,G,"[Softdrink,Hotdog,Book]"
239,Lexi Kester,32,G16,null,null,2-Feb,G,[]
216,Gertie Cierra,33,G16,null,null,10-Feb,G,"[Softdrink,Hotdog,Beer]"
274,Roseanne Winfield,23,G9,null,null,5-Feb,G,"[Hotdog,Book]"
97,Melville Brenden,37,G9,null,null,20-Feb,G,"[Hotdog,Book]"
459,Roseanne Winfield,23,G9,null,null,22-Feb,G,"[Softdrink,Hotdog]"
395,Byrne Oralie,18,G9,null,null,16-Feb,G,"[Softdrink,Hotdog]"
292,Sinclair Blythe,30,G9,null,null,7-Feb,G,"[Softdrink,Hotdog]"
212,Bethel Romy,32,G9,null,null,10-Feb,G,"[Softdrink,Beer]"
369,Rebekah Sharlene,40,G9,null,null,14-Feb,G,[Hotdog]
186,Ty Jenessa,33,G9,null,null,7-Feb,G,"[Softdrink,Hotdog]"
85,Crew Susanna,20,G9,null,null,19-Feb,G,"[Book,Beer]"
300,Ibrahim Gerarda,29,G9,null,null,8-Feb,G,"[Softdrink,Hotdog,Beer]"
279,Suz Sophie,27,G9,null,null,6-Feb,G,[Softdrink]
423,Justina Marisa,38,G9,null,null,18-Feb,G,"[Softdrink,Book]"
27,Kristins Vin,26,G9,null,null,22-Jan,G,[Softdrink]
446,Ty Jenessa,33,G9,null,null,21-Feb,G,"[Softdrink,Hotdog,Book,Beer]"
331,Debbi Carley,35,G9,null,null,11-Feb,G,"[Hotdog,Book,Beer]"
244,Debbi Carley,35,G9,null,null,3-Feb,G,"[Softdrink,Hotdog]"
139,Connell Sela,37,G9,null,null,24-Feb,G,"[Softdrink,Book]"
466,Byrne Oralie,18,G9,null,null,23-Feb,G,[Beer]
357,Crew Susanna,20,G9,null,null,13-Feb,G,[Hotdog]
38,Tad Kathryn,29,G9,null,null,23-Jan,G,"[Softdrink,Hotdog]"
173,Charis June,32,G9,null,null,23-Feb,G,"[Softdrink,Hotdog]"
165,Karter Eppie,32,G9,null,null,11-Feb,G,"[Softdrink,Hotdog,Book]"
404,Alysa Sara,35,G9,null,null,17-Feb,G,[Softdrink]
236,Connell Sela,37,G9,null,null,2-Feb,G,[Softdrink]
208,Mikayla Nevil,24,G9,null,null,5-Feb,G,"[Softdrink,Hotdog]"
60,Suz Sophie,27,G9,null,null,25-Jan,G,"[Softdrink,Hotdog]"
442,Marcy Ruthie,21,G9,null,null,20-Feb,G,[Softdrink]
2,Alysa Sara,35,G9,null,null,19-Jan,G,"[Hotdog,Book]"
48,Lexi Kester,32,G9,null,null,24-Jan,G,"[Softdrink,Beer]"
230,Karter Eppie,32,G9,null,null,1-Feb,G,[Softdrink]
379,Gertrude Jezza,20,G9,null,null,15-Feb,G,[]
434,Marcy Ruthie,21,G9,null,null,19-Feb,G,[Softdrink]
213,Justina Marisa,38,G9,null,null,10-Feb,G,"[Softdrink,Hotdog,Book,Beer]"
14,Julian Monday,21,G9,null,null,21-Jan,G,"[Hotdog,Beer]"
258,Praise Karina,39,G9,null,null,4-Feb,G,[]
312,Sinclair Blythe,30,G9,null,null,9-Feb,G,"[Softdrink,Hotdog,Book]"
356,Tad Kathryn,29,G6,null,null,13-Feb,G,[Hotdog]
198,Gertrude Jezza,20,G6,null,null,5-Feb,G,"[Hotdog,Book]"
393,Suz Sophie,27,G6,null,null,16-Feb,G,"[Softdrink,Hotdog,Book]"
25,Rebekah Sharlene,40,G6,null,null,22-Jan,G,"[Hotdog,Book]"
136,Rebekah Sharlene,40,G6,null,null,24-Feb,G,[Beer]
277,Humphrey Tamela,20,G6,null,null,6-Feb,G,"[Hotdog,Book]"
96,Debbi Carley,35,G6,null,null,20-Feb,G,"[Hotdog,Book,Beer]"
124,Debbi Carley,35,G6,null,null,22-Feb,G,"[Softdrink,Hotdog,Beer]"
433,Dennis Roseanne,38,G6,null,null,19-Feb,G,"[Softdrink,Hotdog]"
1,Crew Susanna,20,G6,null,null,19-Jan,G,"[Softdrink,Book]"
349,Ren Aron,37,G6,null,null,12-Feb,G,[Softdrink]
241,Gertrude Jezza,20,G6,null,null,2-Feb,G,[Softdrink]
243,Humphrey Tamela,20,G6,null,null,3-Feb,G,"[Softdrink,Hotdog,Book]"
446,Ty Jenessa,33,G6,null,null,21-Feb,G,"[Softdrink,Hotdog,Book,Beer]"
389,Carey Dakota,21,G6,null,null,15-Feb,G,"[Softdrink,Hotdog,Book,Beer]"
48,Lexi Kester,32,G6,null,null,24-Jan,G,"[Softdrink,Beer]"
312,Sinclair Blythe,30,G6,null,null,9-Feb,G,"[Softdrink,Hotdog,Book]"
211,Lexi Kester,32,G6,null,null,10-Feb,G,[Softdrink]
37,Debbi Carley,35,G6,null,null,23-Jan,G,"[Softdrink,Beer]"
330,Connell Sela,37,G6,null,null,11-Feb,G,[]
414,Pece Ravi,30,G6,null,null,17-Feb,G,[Hotdog]
299,Ogden Terrance,26,G6,null,null,8-Feb,G,[Softdrink]
113,Connell Sela,37,G6,null,null,21-Feb,G,[Softdrink]
329,Rebekah Sharlene,40,G6,null,null,10-Feb,G,"[Softdrink,Hotdog,Beer]"
58,Rebekah Sharlene,40,G6,null,null,25-Jan,G,"[Softdrink,Hotdog]"
368,Karter Eppie,32,G6,null,null,14-Feb,G,"[Softdrink,Hotdog,Book]"
469,Connie Nadia,32,G6,null,null,23-Feb,G,"[Softdrink,Book,Beer]"
70,Alysa Sara,35,G6,null,null,20-Jan,G,[Softdrink]
273,Rebekah Sharlene,40,G6,null,null,5-Feb,G,"[Softdrink,Hotdog,Book]"
157,Ibrahim Gerarda,29,G6,null,null,25-Feb,G,"[Softdrink,Hotdog,Book]"
84,Kristins Vin,26,G6,null,null,19-Feb,G,"[Hotdog,Book,Beer]"
222,Kristins Vin,26,G6,null,null,1-Feb,G,"[Softdrink,Hotdog]"
234,Rebekah Sharlene,40,G1,null,null,2-Feb,G,"[Softdrink,Book]"
298,Mikayla Nevil,24,G1,null,null,8-Feb,G,"[Hotdog,Beer]"
122,Moreen Caren,29,G1,null,null,22-Feb,G,"[Softdrink,Beer]"
319,Rebekah Sharlene,40,G1,null,null,9-Feb,G,"[Softdrink,Hotdog]"
104,Dennis Roseanne,38,G1,null,null,20-Feb,G,"[Softdrink,Hotdog,Book,Beer]"
0,Roseanne Winfield,23,G1,null,null,19-Jan,G,"[Softdrink,Hotdog]"
416,Humphrey Tamela,20,G1,null,null,18-Feb,G,[]
340,Kade Fae,21,G1,null,null,12-Feb,G,[Hotdog]
56,Praise Karina,39,G1,null,null,25-Jan,G,"[Softdrink,Hotdog]"
229,Carey Dakota,21,G1,null,null,1-Feb,G,[Hotdog]
82,Ferdinand Dwain,34,G1,null,null,19-Feb,G,[]
354,Moreen Caren,29,G1,null,null,13-Feb,G,[Softdrink]
35,Mikayla Nevil,24,G1,null,null,23-Jan,G,"[Softdrink,Hotdog,Book]"
403,Rodger Dorine,21,G1,null,null,17-Feb,G,"[Softdrink,Book]"
199,Dennis Roseanne,38,G1,null,null,5-Feb,G,"[Softdrink,Hotdog]"
430,Tad Kathryn,29,G1,null,null,19-Feb,G,"[Softdrink,Hotdog,Book,Beer]"
158,Gertrude Jezza,20,G1,null,null,11-Feb,G,"[Softdrink,Hotdog]"
11,Kristins Vin,26,G1,null,null,21-Jan,G,"[Softdrink,Book]"
69,Connie Nadia,32,G1,null,null,20-Jan,G,[]
283,Sinclair Blythe,30,G1,null,null,6-Feb,G,[Softdrink]
323,Praise Karina,39,G1,null,null,10-Feb,G,"[Softdrink,Book,Beer]"
337,Carey Dakota,21,G1,null,null,11-Feb,G,"[Hotdog,Beer]"
250,Gertrude Jezza,20,G1,null,null,3-Feb,G,[Beer]
134,Tad Kathryn,29,G1,null,null,24-Feb,G,"[Hotdog,Beer]"
24,Gertrude Jezza,20,G1,null,null,22-Jan,G,"[Softdrink,Hotdog,Book,Beer]"
172,Mikayla Nevil,24,G1,null,null,23-Feb,G,"[Softdrink,Hotdog]"
440,Jeane Rosalie,32,G1,null,null,20-Feb,G,[]
46,Gertrude Jezza,20,G1,null,null,24-Jan,G,"[Softdrink,Hotdog]"
366,Dennis Roseanne,38,G1,null,null,14-Feb,G,[Beer]
179,Moreen Caren,29,G1,null,null,23-Feb,G,"[Softdrink,Hotdog]"
207,Debbi Carley,35,G1,null,null,5-Feb,G,"[Softdrink,Hotdog,Book,Beer]"
461,Suz Sophie,27,G1,null,null,22-Feb,G,[Beer]
112,Gertie Cierra,33,G1,null,null,21-Feb,G,"[Book,Beer]"
184,Karter Eppie,32,G1,null,null,7-Feb,G,"[Softdrink,Hotdog]"
217,Byrne Oralie,18,G1,null,null,10-Feb,G,[Book]
378,Pece Ravi,30,G1,null,null,15-Feb,G,"[Softdrink,Hotdog,Beer]"
256,Melville Brenden,37,G1,null,null,4-Feb,G,"[Hotdog,Beer]"
289,Humphrey Tamela,20,G1,null,null,7-Feb,G,"[Softdrink,Hotdog]"
146,Melville Brenden,37,G1,null,null,25-Feb,G,[Book]
399,Gertrude Jezza,20,G1,null,null,16-Feb,G,"[Softdrink,Hotdog,Beer]"
75,Gertie Cierra,33,G18,null,null,20-Jan,G,"[Softdrink,Hotdog,Beer]"
262,Karter Eppie,32,G18,null,null,4-Feb,G,[Book]
203,Carissa Alexandria,19,G18,null,null,5-Feb,G,"[Softdrink,Beer]"
439,Gertrude Jezza,20,G18,null,null,19-Feb,G,[Softdrink]
247,Sinclair Blythe,30,G18,null,null,3-Feb,G,"[Softdrink,Hotdog]"
198,Gertrude Jezza,20,G18,null,null,5-Feb,G,"[Hotdog,Book]"
123,Tad Kathryn,29,G18,null,null,22-Feb,G,[Beer]
50,Baxter Georgene,24,G18,null,null,24-Jan,G,"[Hotdog,Beer]"
407,Gertrude Jezza,20,G18,null,null,17-Feb,G,[Softdrink]
15,Suz Sophie,27,G18,null,null,21-Jan,G,[Softdrink]
225,Ferdinand Dwain,34,G18,null,null,1-Feb,G,"[Softdrink,Hotdog]"
106,Kade Fae,21,G18,null,null,20-Feb,G,"[Softdrink,Hotdog,Beer]"
295,Gertie Cierra,33,G18,null,null,7-Feb,G,"[Softdrink,Hotdog,Book]"
361,Melville Brenden,37,G18,null,null,13-Feb,G,"[Softdrink,Hotdog]"
470,Crew Susanna,20,G18,null,null,23-Feb,G,[]
424,Carey Dakota,21,G18,null,null,18-Feb,G,"[Softdrink,Hotdog,Book,Beer]"
93,Connie Nadia,32,G18,null,null,19-Feb,G,[Softdrink]
216,Gertie Cierra,33,G18,null,null,10-Feb,G,"[Softdrink,Hotdog,Beer]"
143,Kade Fae,21,G18,null,null,24-Feb,G,"[Hotdog,Beer]"
6,Lorraine Alyse,34,G18,null,null,19-Jan,G,[]
388,Gertie Cierra,33,G18,null,null,15-Feb,G,"[Hotdog,Beer]"
448,Carissa Alexandria,19,G18,null,null,21-Feb,G,[]
240,Ty Jenessa,33,G18,null,null,2-Feb,G,"[Softdrink,Hotdog]"
183,Carissa Alexandria,19,G18,null,null,23-Feb,G,[Book]
316,Lexi Kester,32,G18,null,null,9-Feb,G,"[Hotdog,Book]"
150,Baxter Georgene,24,G18,null,null,25-Feb,G,"[Book,Beer]"
371,Roseanne Winfield,23,G18,null,null,14-Feb,G,[Softdrink]
127,Humphrey Tamela,20,G18,null,null,22-Feb,G,"[Softdrink,Hotdog,Book]"
31,Ferdinand Dwain,34,G18,null,null,22-Jan,G,"[Softdrink,Hotdog,Book]"
169,Byrne Oralie,18,G18,null,null,11-Feb,G,[Softdrink]
345,Moreen Caren,29,G18,null,null,12-Feb,G,[Softdrink]
301,Julian Monday,21,G18,null,null,8-Feb,G,"[Softdrink,Hotdog,Beer]"
338,Sinclair Blythe,30,G18,null,null,11-Feb,G,"[Softdrink,Book,Beer]"
397,Dennis Roseanne,38,G18,null,null,16-Feb,G,"[Softdrink,Hotdog,Book]"
190,Ibrahim Gerarda,29,G18,null,null,7-Feb,G,"[Softdrink,Hotdog,Beer]"
120,Karter Eppie,32,G18,null,null,21-Feb,G,"[Softdrink,Hotdog,Beer]"
100,Gertrude Jezza,20,G18,null,null,20-Feb,G,"[Softdrink,Book]"
215,Baxter Georgene,24,G18,null,null,10-Feb,G,[]
62,Sinclair Blythe,30,G18,null,null,25-Jan,G,"[Softdrink,Hotdog,Book,Beer]"
282,Carey Dakota,21,G18,null,null,6-Feb,G,"[Softdrink,Hotdog]"
41,Melville Brenden,37,G18,null,null,23-Jan,G,[Softdrink]
190,Ibrahim Gerarda,29,H18,null,null,7-Feb,H,"[Softdrink,Hotdog,Beer]"
140,Crew Susanna,20,H18,null,null,24-Feb,H,[Hotdog]
425,Roseanne Winfield,23,H18,null,null,18-Feb,H,"[Softdrink,Book,Beer]"
435,Humphrey Tamela,20,H18,null,null,19-Feb,H,"[Hotdog,Beer]"
227,Charis June,32,H18,null,null,1-Feb,H,"[Softdrink,Beer]"
362,Karter Eppie,32,H18,null,null,13-Feb,H,"[Softdrink,Hotdog,Beer]"
68,Charis June,32,H18,null,null,25-Jan,H,"[Softdrink,Book]"
304,Dennis Roseanne,38,H18,null,null,8-Feb,H,"[Softdrink,Beer]"
206,Karter Eppie,32,H18,null,null,5-Feb,H,"[Softdrink,Book]"
219,Mikayla Nevil,24,H18,null,null,10-Feb,H,"[Hotdog,Book]"
29,Debbi Carley,35,H18,null,null,22-Jan,H,"[Softdrink,Hotdog,Beer]"
205,Kristins Vin,26,H18,null,null,5-Feb,H,"[Softdrink,Hotdog]"
16,Carey Dakota,21,H18,null,null,21-Jan,H,"[Softdrink,Hotdog,Book]"
162,Praise Karina,39,H18,null,null,11-Feb,H,"[Softdrink,Beer]"
251,Rodger Dorine,21,H18,null,null,3-Feb,H,"[Softdrink,Hotdog]"
325,Charis June,32,H18,null,null,10-Feb,H,"[Softdrink,Hotdog]"
178,Praise Karina,39,H18,null,null,23-Feb,H,"[Softdrink,Beer]"
133,Bethel Romy,32,H18,null,null,22-Feb,H,"[Softdrink,Hotdog,Book,Beer]"
151,Kade Fae,21,H18,null,null,25-Feb,H,"[Hotdog,Beer]"
8,Marcy Ruthie,21,H18,null,null,19-Jan,H,"[Softdrink,Hotdog,Beer]"
113,Connell Sela,37,H18,null,null,21-Feb,H,[Softdrink]
405,Roseanne Winfield,23,H18,null,null,17-Feb,H,"[Softdrink,Hotdog,Beer]"
239,Lexi Kester,32,H18,null,null,2-Feb,H,[]
99,Lorraine Alyse,34,H18,null,null,20-Feb,H,[Softdrink]
322,Lorraine Alyse,34,H18,null,null,9-Feb,H,"[Softdrink,Book,Beer]"
262,Karter Eppie,32,H18,null,null,4-Feb,H,[Book]
352,Crew Susanna,20,H18,null,null,12-Feb,H,"[Softdrink,Book,Beer]"
119,Tad Kathryn,29,H18,null,null,21-Feb,H,"[Softdrink,Hotdog]"
160,Mikayla Nevil,24,H18,null,null,11-Feb,H,"[Softdrink,Hotdog]"
91,Byrne Oralie,18,H18,null,null,19-Feb,H,"[Softdrink,Hotdog,Book]"
443,Baxter Georgene,24,H18,null,null,20-Feb,H,[]
75,Gertie Cierra,33,H18,null,null,20-Jan,H,"[Softdrink,Hotdog,Beer]"
53,Humphrey Tamela,20,H18,null,null,24-Jan,H,[Book]
375,Ren Aron,37,H18,null,null,14-Feb,H,[Softdrink]
42,Suz Sophie,27,H18,null,null,23-Jan,H,"[Softdrink,Hotdog,Book]"
282,Carey Dakota,21,H18,null,null,6-Feb,H,"[Softdrink,Hotdog]"
381,Tad Kathryn,29,H18,null,null,15-Feb,H,[]
195,Byrne Oralie,18,H18,null,null,7-Feb,H,"[Softdrink,Hotdog,Book]"
171,Lexi Kester,32,H18,null,null,23-Feb,H,[Softdrink]
457,Byrne Oralie,18,H18,null,null,22-Feb,H,"[Hotdog,Book,Beer]"
398,Lexi Kester,32,H18,null,null,16-Feb,H,[]
360,Sinclair Blythe,30,H17,null,null,13-Feb,H,"[Softdrink,Hotdog,Book]"
160,Mikayla Nevil,24,H17,null,null,11-Feb,H,"[Softdrink,Hotdog]"
74,Carissa Alexandria,19,H17,null,null,20-Jan,H,"[Softdrink,Beer]"
206,Karter Eppie,32,H17,null,null,5-Feb,H,"[Softdrink,Book]"
87,Bethel Romy,32,H17,null,null,19-Feb,H,"[Hotdog,Book,Beer]"
41,Melville Brenden,37,H17,null,null,23-Jan,H,[Softdrink]
99,Lorraine Alyse,34,H17,null,null,20-Feb,H,[Softdrink]
304,Dennis Roseanne,38,H17,null,null,8-Feb,H,"[Softdrink,Beer]"
8,Marcy Ruthie,21,H17,null,null,19-Jan,H,"[Softdrink,Hotdog,Beer]"
434,Marcy Ruthie,21,H17,null,null,19-Feb,H,[Softdrink]
297,Ferdinand Dwain,34,H17,null,null,7-Feb,H,"[Softdrink,Beer]"
443,Baxter Georgene,24,H17,null,null,20-Feb,H,[]
113,Connell Sela,37,H17,null,null,21-Feb,H,[Softdrink]
28,Moreen Caren,29,H17,null,null,22-Jan,H,"[Softdrink,Hotdog,Book,Beer]"
351,Byrne Oralie,18,H17,null,null,12-Feb,H,"[Softdrink,Beer]"
457,Byrne Oralie,18,H17,null,null,22-Feb,H,"[Hotdog,Book,Beer]"
373,Baxter Georgene,24,H17,null,null,14-Feb,H,"[Softdrink,Hotdog,Book,Beer]"
405,Roseanne Winfield,23,H17,null,null,17-Feb,H,"[Softdrink,Hotdog,Beer]"
115,Gertrude Jezza,20,H17,null,null,21-Feb,H,"[Softdrink,Hotdog,Book]"
284,Tad Kathryn,29,H17,null,null,6-Feb,H,"[Softdrink,Beer]"
251,Rodger Dorine,21,H17,null,null,3-Feb,H,"[Softdrink,Hotdog]"
261,Alysa Sara,35,H17,null,null,4-Feb,H,"[Softdrink,Hotdog,Book]"
67,Dennis Roseanne,38,H17,null,null,25-Jan,H,[Hotdog]
178,Praise Karina,39,H17,null,null,23-Feb,H,"[Softdrink,Beer]"
154,Bethel Romy,32,H17,null,null,25-Feb,H,"[Softdrink,Hotdog]"
203,Carissa Alexandria,19,H17,null,null,5-Feb,H,"[Softdrink,Beer]"
50,Baxter Georgene,24,H17,null,null,24-Jan,H,"[Hotdog,Beer]"
381,Tad Kathryn,29,H17,null,null,15-Feb,H,[]
